event_date,source,title,url,location,event_type,impact_target,trigger_module,trigger_scenario,confidence
2026-06-03,Google News RSS,Red Sea crisis exposes need for greater supply chain resilience - Yahoo Finance,https://news.google.com/rss/articles/CBMikgFBVV95cUxQUDZQazhKWklkMzFCNVNHSTJseFZQS1ZwTXpvelNFVGRXdmM3bDltU1FpeDVyTERHMW1EWTdVekdkYUI2c2hERGpyNzQ1ZllGaXVmWkZPVVlfWG8xc1pkVDRHNk1mcFRIYkVoTlkzVE11aEZxa3p4Y1FBc3E1bmxLLTlESVFfelEwbDJ0XzZXbmx0QQ?oc=5,Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-06-02,Google News RSS,U.S. Expands Semiconductor Export Bans to Chinese Overseas Entities - 조선일보,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQNS1TRFE3VmFWblpyWHEzaWdrTWRLejdzdXA5VDN5ZG5YTzhmYXgwM1kxUTgtYjNjLWtLSmgxdXlJeUY3ZzlpNC1jbnRhV1QyeGhRZFZJM1JMNV9tRWNqdzBHSmxtRG9zcDhaOTNOWjRua0pLa1lrRWoxR3FvSDJMT09XMTJnb3dS?oc=5,Unknown,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.7
2026-06-01,Google News RSS,Trump Goes All-In to Block China’s AI Chip Backdoor; Huawei Says “U.S. Sanctions Fueled Our Semiconductor Rise” - finance.biggo.com,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9EYWE4bFNRSnY5TUZfcElBUXBPaHpHclIyUmhkdENyRkdRZ01pUVYtaDZ0enRTbFAyOVV4c2VOZmxPTGFYaG1KNVZ1ODI4VWh0aG9fNllxYnJlN0lIX3NCSA?oc=5,China,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-06-01,Google News RSS,U.S. Expands Export Controls to Overseas Chinese Subsidiaries - 조선일보,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQbE1aOWpfOF8zM1psdnZ5Ui1JMU1jOEdTbTBrZ2pXaWx6R3lmd0lZYktUcXM2NTV0ZHNqcmJ0Sl96RGc5c3pfWDFvNnlSMmhiZi1Ib3FuTGpKZjRyX1pzLVJSNURiT3pySXpwbDNHZVNJeDJzdDVjb3ZLT2ZicTBZcDZlV2xnaWlw?oc=5,Unknown,other,supply_source,module1_risk_propagation,baseline_moderate,0.45
2026-05-26,Google News RSS,The Ripple Effect on Middle East Shipping Disruption - Logistics Business,https://news.google.com/rss/articles/CBMivgFBVV95cUxNa0NJTV9xNXFTZTNLdkUtNWZMU21fMDlFTXZDUm11aWFGZlFYSl9wWlFCc2VFYzNHT3JvVzBjeXl5ZlNYRnRYcmVBbXhmVmxSRWxEaGlVSTVheDRRc1A2amc3dVE4aER4Vk81VUZYR0ZTZ3RQc0h3UFhXeUcybjJ2RFRKWTZJb1dod1EzZFp3eExnMy1HZ2VpcHJHWlVRd2hvTURkMFRIWEwyTFNDVU9rNGU4elE4bUJEZ3FaSVhB?oc=5,Unknown,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.7
2026-05-22,Google News RSS,EU Sanctions Credibility Tested by Proposed China Chip Exemption - EU Today,https://news.google.com/rss/articles/CBMijgFBVV95cUxNUHBBNzRnU0E2VmtjS0VpUkJiTlNtZDZfdmc0U2piaXQ5cmY1ZERmZ2kzX1JHNVpYRmNQbWtONi1MTkwyUkNTQUVURUl5THJrZzM5cU9lMlZlUHVSOUdNN3RjNjhubTZsNkJEN052T216czVlaVBYT1ktclNjbWNrWFloNzlKbG5ZcHA4dnRn?oc=5,China,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-05-21,Google News RSS,Op-ed: Red Sea Disruption Turns Shipping Route Into Supply Chain Shock - IR Insider,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPaEpwanlHSENqVGQ5YU9oUUs5LVNDYnJpSDhrNVRJVnNKVGpHOFhPOVM0a2dHSS1lVG1DVUZRcU1MM2dUX0ktTFdSdE55Q2puOERzVUdxR09sOERrTDFWMUF2Z1E3Y3lmQVhJTGUwNmlBODJ4b3MzN2RZWUVZeVZkdUgxRXpid0pp?oc=5,Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-05-19,Google News RSS,How Malaysia’s Semiconductor Industry Can Thrive in an Era of Strategic Competition - The Diplomat – Asia,https://news.google.com/rss/articles/CBMitgFBVV95cUxOc1Qzd3Y3QTN1bU40SDB0RHM4TkRXWFhpbHlpMXhKRV9KUWJlZkh0SkowMml4czNkSVF3Ri1DYkNWd3REazgtS2JHTU5nd3o3TTJ0N3h6dVhmbGREdHhJRFhZWVo3alBDaDJLRjFNTnZuMFFMWXpZUnJGOURhUndDT1VWbDVxbkxnbVpIQTRvR3pBbFZGWU9xVklQZXZFdXdJVm5vdXppSUdpTWJQR2lORnBvazhVdw?oc=5,Asia; Malaysia,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-05-11,Google News RSS,MIDA Pushes Talent Development as Malaysia Expands Semiconductor Value Chain - EE Times Asia,https://news.google.com/rss/articles/CBMiowFBVV95cUxQZ3FLQnBQSnczaGY2ZUM2bHRiVW5zZjRIMEtzaFBxdlFrTGtPUk9ZcWtyaFhYMnpPLTRMS3NZZnpRVkxodlpfMkNXekZTX2pwRWxBRGJpZjBNNUlZemc2Yzc0QXBKazFTSXFldkF5a3VBYjNIX2VzTzJ0cmVLdTBTd3NpZTdXdUVQc0JWN1R0dEx6SHl5aFZieGNYclZQdW93VDk0?oc=5,Asia; Malaysia,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-05-07,Google News RSS,Geopolitical conflicts and the restructuring of maritime transport networks: the causal effect of the Red Sea crisis on port throughput - Frontiers,https://news.google.com/rss/articles/CBMilwFBVV95cUxQaTZzZ3dEb3dRTDZZZ1dEZFg5dmRoQVdBREM1YzNuQmk5dUNSTG9Ldzd6WHBzMkFGU1cxVUpKTlhtbXFiTEt2R1dpa3B5ZFU0YmpHaVk0c3AxaHNfeTRxUDdCVUgxRjBscGlVNWNkYnRSZWpxMllydU9PSkhyMWpILWdQcXMyS1dmMXBaWFJkRnBhcUF6ZElv?oc=5,Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-05-01,Google News RSS,China’s Semiconductor Equipment Companies Gain Share Despite U.S. Sanctions - 247wallst.com,https://news.google.com/rss/articles/CBMivAFBVV95cUxQVk5EQ2FVYW1vWk9SNVdFcE9MMUNOSmhhTHU4VW95bVZicU0zSXE2VWJNbFBvTjlrSWxOWVhoc2hYMXRzcHdnUWRydlVfU003Tks3TzFSZzM1Zk51eHdJQUVad3M1YTBnaV9tZlpPbk9rZjZsT2dEX1JvaTdnQU8zbkJfR1I0WHA1WW1xb2llVVhpNWRjMnlPYVNCaVI2MlluMWVFY3k1RGtyalFjVVV1V0MtcGZ6QzBQZkVodQ?oc=5,China,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-04-27,Google News RSS,Red Sea Disruption: Real Cost to African Trade in 2026 - Bloomsbury Intelligence and Security Institute (BISI),https://news.google.com/rss/articles/CBMiiAFBVV95cUxQWVdKempiRS1PYU1mWFNPSzR3MExKbWxkckc4VVJRSmRLM1AtT21zTlQ3WWJQSzJBcnl0eHdtMzhzMFhLMzgtYy1nVWNISktpVVZodGRuaVh5eWJINnZqZExNeFZoWmFiakRKWUNfSEN5RVd4Nm1uSFZJWUY2NXc4dWpKQWdGQk1s?oc=5,Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-04-23,Google News RSS,Malaysia Semiconductor Industry Opportunities for Foreign Investors - ASEAN Briefing,https://news.google.com/rss/articles/CBMisgFBVV95cUxQbFBHQW5fcm1tT2tva1UydUtMMnpTcEQ4SU9EWTNGWDdJazdTXy1yeF9POWNPQWp0d2ZSanFQNzZiWnNDT1I5VWIyOXNHaGl6MGN4d3NjM3BNazVrNG02aS1MbW96LWp4Qk5jV2tTeTZ5SDZsR1VoZUJMQlNLbGtOQy1HUUxpVDZNLUNLLUFxN2xEMFI1bjJZMUh0b0t1Z0h5SnV3WVNXWEpQczdlb2t1b2xR?oc=5,Malaysia,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-04-13,Google News RSS,Malaysia Attracts Semiconductor Investments - Industrial Info Resources,https://news.google.com/rss/articles/CBMitAFBVV95cUxPSlAtN1N0S2VsUnEyTU5ZMHNnWG92aTdZMVZNQWwyYS1aNlhraWV1dHNldG5BR0NVVjR0enhKYWJpV2VEZER4OGR2bVRsQUtxVGxlbGNnY0xoMjg2NWQxRFpKNDBBSm5EN2NOcldFekowSXZCdVp0Rk13SUx0MHZDcE16V0NjRW12dHMtTnVPT1FrZUtUUUhtQzBZMVdlVmNRal9jbGtYQXI3X3ktUFpRMUEzZU8?oc=5,Malaysia,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-03-17,Google News RSS,"Chipmakers in Malaysia monitoring risks from helium supply disruptions, association says - Reuters",https://news.google.com/rss/articles/CBMizwFBVV95cUxQZ2d2Ri1FeTVKOFJEdGhhN0tKVHVJNlVNcmRwSEpTbEdfVmhnSHBYU3NVYUdaY0dQaDdJanlJQk5vdlpJbVRIWEVzTXR1Tjd4UlU3clF3cjQ4T3hVeV9SelYzVEVFRjRYN1czalc5VVVlMjdYQXctWFVsMWdSVC13N2l0VlJRYlJqM3E5eURKSFFXUUQxRjNxY2ZkREN2cHpNT3Q1aUVWbWFUN2lZSUtBOE90NGtJXzgwWThWOEZqOWRkeFhmdnV6U3hPYm9lcWc?oc=5,Malaysia,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2026-03-16,Google News RSS,Reported Draft Rules Signal New Semiconductor Export Controls Framework | Pillsbury - Global Trade & Sanctions Law - JD Supra,https://news.google.com/rss/articles/CBMif0FVX3lxTE1zLTVySnFxWnJSSVhFYmVUV2lGcW9NM3g2NG9JOC1Fc1FpeF9zZTJjTmVvSldLYVRkaFdHNnhhaDlqakZjeEZjMHA2VGRUQ0FoVFdMck1nNzRrRUczV0pieUVKZWV3b3BFZkhyeUw4VkRuY1Q4NFBOSE51cHJpRms?oc=5,Unknown,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.7
2026-03-04,Google News RSS,The Impact of Red Sea and Panama Canal Disruptions on Global Shipping Strategies - Global Trade Magazine,https://news.google.com/rss/articles/CBMisgFBVV95cUxObUlkeGZ1Tm4xeVEteFVta01DVFdLWVRWQkdseXpBQmdwQzhJb0phNnhCY1dmUEZhd3FnQmRJWVZzSFRFZnNnVFdSWG1CZC04QVZqT0hITlRfc2JVdk1xU3RHVTRidi14UkxXbnVyZVIxTEl2czhWWExYb0htZm43S1NkWUJWSFBDWDY2bEdwUDBRRVlGQ0NCVzlKcmZ6bUVUeDNXY1pnVkFURlhFc0M1TV9B?oc=5,Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-03-01,Google News RSS,U.S.-Israeli Attacks on Iran Disrupt Shipping in the Red Sea - The New York Times,https://news.google.com/rss/articles/CBMihwFBVV95cUxOXzk1M1lhMnR3NVhxdE1xSTZXSmtkOTVrZlVVUFBRRTZjVjZ2YTFiXy03NUdPWkZoaUJFT0V6VEZHWjRZR2JhSWJidUgzVi1oaDA1WWoxN29fa1pLRkY0Z2JSRTFUeUt1WkdaTHJnX2hpVlE3cEVLeTZvWHMyV0ZoRFF4bEJreU0?oc=5,Iran; Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-02-02,Google News RSS,The Semiconductor Sanction Paradox: How U.S. Chip Controls Are Fueling China’s Technological Rise - Homeland Security Today,https://news.google.com/rss/articles/CBMi9gFBVV95cUxQMmItcUxoV2hJT1lQOEJhRHdyRzFZdEFaY09TdXBkT09IY2dlMllvdV85am5NU2owN0l3X2ctdm5OMThmVEFMYjRUU2pqeEtfVjV4c1BGZzN2Sl9TOWpWbXl1VUJMZVA3cXY1VGdjdWlrMUc5dlJyY0ZHYjZLbENkNjdkRk1ZcDZOaW44OEl2OGZrY0NFLUJnZkZzQlhhVHhDUlI5UE5lSWllU3RXd3NDXzVYQmE1MGhqb09VTzRwNTk2RzZZZk5ueGZGWFBEckpWX0llMzliNDdaNXRkUGt6b3BaSkNZemVDMW5peXZfQmc4REh3V3c?oc=5,China,sanctions,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2025-12-10,Google News RSS,New EU and UK Export Controls on Emerging Technologies - globaltradeandsanctionslaw.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxPWXN4VWVSOHRLRG51Vm4zT3pYRlNlOEtlZnR2UFFSZkxVaWNDWHhOQ3ZfeUd5NVNodGpjVUdyeTNIMlZwMlpKWko4UzFlWktkSkdNRDExY2l5MVdfOEh1T2tBd3hLeDRkWGdvTGNZSTZGYkVPRjJ1UzhpdksxcVhKcFgtUTdodUlpNEt6NUJaMTNVSHc3NEE?oc=5,Unknown,other,supply_source,module1_risk_propagation,baseline_moderate,0.45
2025-12-08,Google News RSS,U.S. Divided on Easing Export Restrictions on Semiconductors to China - 조선일보,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPSUR4TVBRU2F5QWNKNW1DY3lqc3Q3a2pIVDdLUlljYW04cEFKV1ZEZGplWE9ObjZEb2JoMVNoQm1MM29hWUlJdE00YURuSGlDLW5Db1U4cnlrM2E0ekFtS0FuSnFWekItWjNPb3ZGVDdMZnltRGJuNUdFSTZNTllxODd0WnVtYUVN?oc=5,China,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2025-11-25,Google News RSS,Mapping ASEAN’s position in the global semiconductor industry | White paper - Hinrich Foundation,https://news.google.com/rss/articles/CBMipAFBVV95cUxQYXBfdnZ6b0xScldfd09TVkRfajZXLVlPaS1kTHBxMW14M01LTmJqcGI4S2dqYUpBNUVLVGhjU2NTMXpKakZ5bGYwRlBYUlA0aDdjV1pBdEF6bDZJWjMzajZ2VWVQMDFLaGpPOGtrQW9NR1ZzZFRIa1VoMTFXUWNoOFJXT0paTkhTcjZFemlqNFlJbFJ4Z2VKdlc5TXRzY1JpM2xzZw?oc=5,Unknown,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.7
2025-10-27,Google News RSS,"Backfire: Export Controls Helped Huawei and Hurt U.S. Firms | Reports & Briefings | Oct 27, 2025 - Information Technology and Innovation Foundation",https://news.google.com/rss/articles/CBMinwFBVV95cUxPUF9uSG40bFRiQl9uRnVqc1FiYnhkRW9VMWdnMUc3RVpncG5wd3o0U3oxcUtucGpZQ0pQQUlpMWVnMm8tT0paRkhMVVFaY2djTDAzcXJrSlc1US16MkNRa3BlcjE3Z1BTYncyMG5KQVdEVVhMTDVUOHI4YWJzbGx5aGc1TFdaVklQWDFHczJ4SE9qVzFoVTkzZVBBdWdKNVE?oc=5,Unknown,other,supply_source,module1_risk_propagation,baseline_moderate,0.45
2025-10-20,Google News RSS,Malaysia: A soaring semiconductor opportunity - Reuters,https://news.google.com/rss/articles/CBMifkFVX3lxTFB1SngxaTdLRjZkdllXVGlPSExoQ3hfcWJzejFZTGtmLU8tSVc2OGVLOUJnX3g5Rnd3UWY3T1dva1dKamxsQUhwb2VyMFdvZUg1ODdVUS1qWHFIM3FlR3NhNGNzTFpMVHc3TERSeHpWcnU1N0p0RXlxVzR2eEpNdw?oc=5,Malaysia,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2025-10-09,Google News RSS,"Op-ed: With new rare earth restrictions, it's time for U.S. market to get real about the future threat of Chinese lawfare - CNBC",https://news.google.com/rss/articles/CBMilAFBVV95cUxOZUhEMHVYbklkUUtKX19rYVNmRnN0RXRITDBQb3dIa0lUaXhzNm9DTXo3Njl1dDlOS3V3djFCeTh6aWpvb1NBWVhpcU5jNVRLeF9IX3ByVkxkdjd2ZFBVZjczYkd5b1F3TFhTZFRDbjZ2bDJCa1VEVGxETFJxeEUxYnR4SXctc19WbU1pNVluMDdRN2R60gGaAUFVX3lxTE8zUlprckd2TzROREh3dVE1RGM2eVlhSENJVEdpc1BWMEVfRm1BU3pYbTN1YWhFVE9ncWo1blVPS0NlRHZlZVo0NDVKS2ZSMFRPSFRDNUtSR0hiUnlESTF1LVp2ZjFOY2h3MEFYRDNUOW1wR2ZlWm4yZmZaTUNjdkRVbDJ1ZjBlOFBNR0VfM2p4aFhoSG1ncTdCNGc?oc=5,Unknown,other,supply_source,module1_risk_propagation,baseline_moderate,0.45
2025-09-16,Federal Register,Additions and Revisions to the Entity List,https://www.federalregister.gov/documents/2025/09/16/2025-17893/additions-and-revisions-to-the-entity-list,Belarus; China; Iran; Russia; Taiwan; UAE,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.98
2025-09-15,Google News RSS,"Hard Then, Harder Now: CoCom’s Lessons and the Challenge of Crafting Effective Export Controls Against China - Texas National Security Review",https://news.google.com/rss/articles/CBMiywFBVV95cUxNOUo3Mk0tN3dNN2stNWNXQzdOUWtKZGhPeHdJbXJCTlVLcW1rYm4zcHBGNmxneWtrZUtFWU92bUQtZUJFZ1RtYlBrWVRqX19LRi1LZGVRejVNQ3RhQVh2eFduOFktSjdCME1SbzRhejNuc2I5anpuTnMwVzNFaWpwaFNVaDg1cUpKT2pfMkI2QzNEZnY4ck1kN0JhMlNFYk5TQl8yb1dBYTBRWmlMQk54aEZndXJSb1RPdXpPbnBTQjFZUWQ2aG9mZ3VfVQ?oc=5,China,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2025-06-12,Google News RSS,How Washington Has Tried to Control China’s Tech (Published 2025) - The New York Times,https://news.google.com/rss/articles/CBMimAFBVV95cUxPVlU2bHhzZzlpRkVYSXJWUERncXZwVTFFUS0zWnFJZmNNZE13cXljUVhsNnRocE1iR3Foc0p2QXNneC11dlY0TGVydWZidlZpcWljaWNBZG1hbHdtVzRTd3otZk5EX2k0T0pRWkVNRWtIOXlST0hNWk5IRG5ydnNTaXltdG12elV5NVFhOUJIOXZuRUVDY3VaeQ?oc=5,China,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2025-04-14,Google News RSS,The Limits of Chip Export Controls in Meeting the China Challenge - CSIS | Center for Strategic and International Studies,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPUC04cnhPbURwVnR6X0xBWXp1eDJSdThSMjNTWGFkTHpNNTVUSWl6RjA0dm94UTB6T1UyWlExZGN0ZmZJbHQxaENqaE9GVkxNU2FxQ2FGZEtjRWd5QjBFUGM2UzkxSnBkc0J3ZU1ma0ZNdVNxWG9Td0FGaElERmVWRWY3NUdWTU1J?oc=5,China,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2025-01-16,Federal Register,Securing the Information and Communications Technology and Services Supply Chain: Connected Vehicles,https://www.federalregister.gov/documents/2025/01/16/2025-00592/securing-the-information-and-communications-technology-and-services-supply-chain-connected-vehicles,Unknown,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2025-01-15,Federal Register,Framework for Artificial Intelligence Diffusion,https://www.federalregister.gov/documents/2025/01/15/2025-00636/framework-for-artificial-intelligence-diffusion,Unknown,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2024-12-26,Google News RSS,China Imposes Series of Measures to Counter US Export Restrictions - WilmerHale,https://news.google.com/rss/articles/CBMixwFBVV95cUxOckNtZndzZUR0WW1wNVp2SnRoWW1rQzQ2a0diOTZ3c2haWTdLWGtwR2tJV1JQLVNIV3E3anZCSS1uTG1vclR3UEprT1JrcmZVaHJ4azhSTy1OYlRyZHJ6SlhBWlZxR29adlkyQmQwYmNKMDA3UXMwenA1Y3BKdGx6S3RUX29JcGIzbThubWNmdXNweGQya0g3ZEZadnJnR0EtTGRMVDBaTmoxb0RtZG1xZXhBazZQYVNjdXFsNXo1WnFFak1iSDRB?oc=5,China,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2024-11-01,Federal Register,Additions and Revisions of Entities to the Entity List,https://www.federalregister.gov/documents/2024/11/01/2024-25411/additions-and-revisions-of-entities-to-the-entity-list,Belarus; China; Malaysia; Russia; UAE,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.98
2024-10-02,Federal Register,Expansion of Validated End User Authorization: Data Center Validated End User Authorization,https://www.federalregister.gov/documents/2024/10/02/2024-22587/expansion-of-validated-end-user-authorization-data-center-validated-end-user-authorization,Unknown,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2024-09-11,Google News RSS,"BIS Imposes New Export Controls on Quantum, Semiconductor and Additive Manufacturing Technologies - globaltradeandsanctionslaw.com",https://news.google.com/rss/articles/CBMi1wFBVV95cUxQMVg5QVhyeEN0QUQ4TFY3TXNWV0tLcUtzYXlLOHVUbkpyUG11bDhLdVdVYllUdjlxQ0UtbmZtZTU2SjZfQjJ4RTFYVENQQURwaVF6ZlF4MGs3dHJUdVlURFNOcHJzR2VxdWtRWEdBdUNtVWgzNmp4Zm1JZDJtT2tGanZjZmNhZlF6amxCakF5UEpSUS1jVUMxTDV1cG42R05RWjZpUzgyY3FTeTJUNlk4UGg5bHdERThaWFBoODVPT003c1UzZHpVcEpVdktlQ2RJSU9GcFQxcw?oc=5,Unknown,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.7
2024-09-06,Federal Register,Commerce Control List Additions and Revisions; Implementation of Controls on Advanced Technologies Consistent With Controls Implemented by International Partners,https://www.federalregister.gov/documents/2024/09/06/2024-19633/commerce-control-list-additions-and-revisions-implementation-of-controls-on-advanced-technologies,Unknown,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2024-08-27,Federal Register,Revisions to the Entity List,https://www.federalregister.gov/documents/2024/08/27/2024-19130/revisions-to-the-entity-list,China; Iran; Russia; UAE,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.98
2024-04-04,Federal Register,Implementation of Additional Export Controls: Certain Advanced Computing Items; Supercomputer and Semiconductor End Use; Updates and Corrections; and Export Controls on Semiconductor Manufacturing Items; Corrections and Clarifications,https://www.federalregister.gov/documents/2024/04/04/2024-07004/implementation-of-additional-export-controls-certain-advanced-computing-items-supercomputer-and,Unknown,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2024-03-21,Federal Register,Export Administration Regulations End-User Controls: Imposition of Restrictions on Certain Persons Identified on the List of Specially Designated Nationals and Blocked Persons (SDN List),https://www.federalregister.gov/documents/2024/03/21/2024-06067/export-administration-regulations-end-user-controls-imposition-of-restrictions-on-certain-persons,Unknown,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2024-03-11,Google News RSS,Why Russia Has Been So Resilient to Western Export Controls - Carnegie Endowment for International Peace,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPWTdFRG10bDExU3dVVmtEQ0lvUDlSMm1OQVc2TU1HLTdkSkxlWFQ5Z0FfYy03aGZmR1NPTzB2R21OcHY1MmNSalRrcGtTczNqOVE1WUhsTGZvQVFqajJoQXBBOFd1ZkxBTG9fTUN1RzYzcGNaSmJYWldMeW5aR1M4NHZNMm5aaXFFU3BBU244UVVkTUtoNWhmdHVLMU1haGdIdzk1d05hUEJzdw?oc=5,Russia,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2024-02-21,Google News RSS,Balancing the Ledger: Export Controls on U.S. Chip Technology to China - CSIS | Center for Strategic and International Studies,https://news.google.com/rss/articles/CBMikAFBVV95cUxNaTc4MHBFQ09qTEFoTEFNVWhhdGxDbUY2dUJTSW5DY3piTThNbWJvaUJqaVBXNWhaSDZlcmF4cTZMNHdKVXRoYnl0TU5xWDNVbkJIVWpZOGxSNlhWTHlYTDloOGRLLWFIT2NYX3BubVE2c25kWGp3MkJKSUM5aFRsWXNfSWVDNUJGdXN3SWlKVGU?oc=5,China,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2023-10-25,Federal Register,Implementation of Additional Export Controls: Certain Advanced Computing Items; Supercomputer and Semiconductor End Use; Updates and Corrections,https://www.federalregister.gov/documents/2023/10/25/2023-23055/implementation-of-additional-export-controls-certain-advanced-computing-items-supercomputer-and,China,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.98
2023-10-25,Federal Register,Export Controls on Semiconductor Manufacturing Items,https://www.federalregister.gov/documents/2023/10/25/2023-23049/export-controls-on-semiconductor-manufacturing-items,Unknown,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2023-10-25,Google News RSS,"BIS Strengthens Export Controls on Advanced Computing Items, Semiconductor Manufacturing Equipment, and Supercomputing End-Uses to China and Other Countries of Concern - Global Sanctions and Export Controls Blog",https://news.google.com/rss/articles/CBMirwJBVV95cUxPR1RYV2R1Q1lkWS04bGhNTU05d1g5ajlhcjFGeDRRSmVNN3JDa3pjUllsSVkwWFFCRWtZZEQ1Z3BYcU5wb3BHMW9wM0ZJUFF0ckJJdGNNLTlxNzdKc2lDZEJjT1pNdGtuWlBLcmp5WnVBWGk0eG9sRzJvejFYQkE4M0MwY3hrTTJhOFlTeHpaX3pxUUR3dnM4T3BFTTJ2RUIxbHd4emQ0SFlOQ3lkVmtmT1lTU1RhWUhpLUtlRWUtSndFLXV5TGIxa29sblktSHZTNk1heWhnUlVqVWV1b0cyUEdsbHZnUWR3eXZXNk96clYtT0RlNThZVU5rRU9Qc0QyeDlLeUcxX0xWM1gzcHM3SVZrSFVMOFpXN0NkZUU1VGZ6MjlRZlhFWk1TM0d3S0U?oc=5,China,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2023-10-11,Federal Register,Addition of Entities to the Entity List,https://www.federalregister.gov/documents/2023/10/11/2023-22536/addition-of-entities-to-the-entity-list,China; UAE,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.98
2023-06-14,Federal Register,"Boris Livshits, 9V Kuttuzi, Leningrad Oblast, St. Petersburg, Russian Federation; Svetlana Skvortsova, Yablochinkova 21, Moscow, Russian Federation; Aleksey Ippolitov, Ozernaya 46, Moscow, Russian Federation; Advanced Web Services, 417 Brightwater Court, Apt 6f, Brooklyn, NY 11235'; Strandway, LLC, 99 Wall St, Ste. 148, New York, NY 10005; Nikolaos Bogonikolos, Artemidos 36, Palaio Faliro, Attica, Greece; Aratos Group, L. Amfitheas 10, Athens, 17564, Greece. and 10 Amfitheas Avenue, 17564, Palaio Faliro, Greece; Order Renewing Temporary Denial of Export Privileges",https://www.federalregister.gov/documents/2023/06/14/2023-12679/boris-livshits-9v-kuttuzi-leningrad-oblast-st-petersburg-russian-federation-svetlana-skvortsova,Russia,other,supply_source,module1_risk_propagation,baseline_moderate,0.75
2023-05-23,Federal Register,Implementation of Additional Sanctions Against Russia and Belarus Under the Export Administration Regulations (EAR) and Refinements to Existing Controls,https://www.federalregister.gov/documents/2023/05/23/2023-10774/implementation-of-additional-sanctions-against-russia-and-belarus-under-the-export-administration,Belarus; Iran; Russia,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.98
2023-01-18,Federal Register,Implementation of Additional Export Controls: Certain Advanced Computing and Semiconductor Manufacturing Items; Supercomputer and Semiconductor End Use; Entity List Modification; Updates to the Controls To Add Macau,https://www.federalregister.gov/documents/2023/01/18/2023-00888/implementation-of-additional-export-controls-certain-advanced-computing-and-semiconductor,China,export_control,supply_source,module1_risk_propagation,top_1_supplier_failure,0.98
2022-12-16,Federal Register,Order Temporarily Denying Export Privileges,https://www.federalregister.gov/documents/2022/12/16/2022-27347/order-temporarily-denying-export-privileges,Unknown,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
